STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,ETHNIC_POPES_ERP_005,Ethnic group,YEAR_POPES_ERP_005,Year at 30 June,SEX_POPES_ERP_005,Sex,AGE_POPES_ERP_005,Age,OBS_VALUE,Observation value
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,1996,1996,3,"Total people, sex",078,78 years,200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,1,Male,02,5-9 years,8270,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,2,Female,08,35-39 years,9850,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,1,Male,049,49 years,1030,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,2,Female,082,82 years,60,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,3,"Total people, sex",031,31 years,4040,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,1996,1996,3,"Total people, sex",004,4 years,3380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,20,95 years and over,0,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,999999,"Total people, age",8650,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,1,Male,060,60 years,20,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,1,Male,086,86 years,0,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,1,Male,009,9 years,210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,067,67 years,30,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,087,87 years,10,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,1996,1996,2,Female,092,92 years,0,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,1,Male,05,20-24 years,140230,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",20,95 years and over,2210,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",999999,"Total people, age",3732000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,1,Male,052,52 years,19280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,1,Male,078,78 years,5800,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,2,Female,016,16 years,26450,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",017,17 years,54100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",034,34 years,63150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",035,35 years,62190,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",067,67 years,26900,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",1996,1996,3,"Total people, sex",092,92 years,1830,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,2,Female,13,60-64 years,70570,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,1,Male,088,88 years,1690,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,2,Female,026,26 years,18670,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,2,Female,094,94 years,980,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2001,2001,3,"Total people, sex",019,19 years,38700,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,2,Female,09,40-44 years,19120,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,3,"Total people, sex",17,80-84 years,1420,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,1,Male,048,48 years,2580,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2001,2001,3,"Total people, sex",045,45 years,6310,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,03,10-14 years,15260,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,2,Female,04,15-19 years,11990,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,023,23 years,2160,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,025,25 years,2080,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,1,Male,075,75 years,170,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,2,Female,051,51 years,1000,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,2,Female,008,8 years,3240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,3,"Total people, sex",059,59 years,1180,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,3,"Total people, sex",066,66 years,780,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2001,2001,3,"Total people, sex",006,6 years,6760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,2,Female,888,Median age,29.8,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,2,Female,16,75-79 years,960,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,1,Male,028,28 years,1870,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,1,Male,002,2 years,1950,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,2,Female,010,10 years,2110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,2,Female,044,44 years,2380,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,4,Asian,2001,2001,3,"Total people, sex",001,1 years,4060,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,2,Female,10,45-49 years,750,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,3,"Total people, sex",11,50-54 years,1110,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,3,"Total people, sex",18,85-89 years,50,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,1,Male,024,24 years,230,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,2,Female,023,23 years,180,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,2,Female,032,32 years,260,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,2,Female,090,90 years,10,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,3,"Total people, sex",015,15 years,540,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,5,Middle Eastern/Latin American/African,2001,2001,3,"Total people, sex",048,48 years,280,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,1,Male,006,6 years,30070,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,9999,"Total people, ethnic group",2001,2001,2,Female,024,24 years,24200,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,1,Male,016,16 years,23150,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,1,European or Other (including New Zealander),2006,2006,2,Female,014,14 years,22610,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,3,"Total people, sex",15,70-74 years,7140,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,1,Male,012,12 years,7240,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,1,Male,037,37 years,4100,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,1,Male,071,71 years,760,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,2,Female,009,9 years,6910,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,3,"Total people, sex",053,53 years,5020,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,2,Māori,2006,2006,3,"Total people, sex",087,87 years,130,
DATAFLOW,STATSNZ:POPES_ERP_005(1.0),"Estimated resident population (ERP), national population by ethnic group, age and sex, 30 June 1996, 2001, 2006, 2013, 2018, and 2023",I,3,Pacific,2006,2006,1,Male,065,65 years,550,
